grupo	inscricao	arquivo_original	caminho_em_composicoes_brutas	anotacoes	adequacao_ao_tema	adequacao_a_coletanea	adequacao_ao_tipo_de_texto	adequacao_a_norma_padrao	coesao	coerencia	pontuacao_total
250_menores_notas	46699	46699 (0432-007).txt	corpus/01_composicoes_brutas/menores_notas/46699.txt	(fogo, água, ar e terra)	2	1	2.5	0	0	3	8.5
250_menores_notas	32714	32714 (0429-001) REV.txt	corpus/01_composicoes_brutas/menores_notas/32714.txt	(0429/001)	1	1	2.5	1	2	1.5	9
250_menores_notas	33787	33787 (0439-033).txt	corpus/01_composicoes_brutas/menores_notas/33787.txt	{FO: agua}; {FO: vio}; {FO: vio}; {FO: expussou}; {FO: arranhaceus}; {FO: catastrofes}	1	1	2	1	3	1	9
250_menores_notas	34807	34807 (0507-002).txt	corpus/01_composicoes_brutas/menores_notas/34807.txt		1	1	2	2	2	1	9
250_menores_notas	35173	35173 (0462-012).txt	corpus/01_composicoes_brutas/menores_notas/35173.txt	{FO: desequilibrio}; {FO: destruição}; {FO: exploraçoes}; {FO: extração}; {FO: extração}; {FO: mineros}; {FO: mudanças}; {FO: climatica}; {FO: destruições}; {FO: importancia}; {FO: familias}; {FO: ambiental}	2	1.5	1.5	0	2	2	9
250_menores_notas	35228	35228 (0460-016).txt	corpus/01_composicoes_brutas/menores_notas/35228.txt	{FO: imprescindiveis}; {FO: Água}	2	2	2.5	0.5	0.5	1.5	9
250_menores_notas	35457	35457 (0524-030).txt	corpus/01_composicoes_brutas/menores_notas/35457.txt	{FO: sobrevivencia}; {FO: homen}; (como a alimentação); (obter lucros); {FO: catastrofes}	1.5	1.5	1.5	0	3	1.5	9
250_menores_notas	35911	35911 (0422-028).txt	corpus/01_composicoes_brutas/menores_notas/35911.txt		1	1	1	2	3	1	9
250_menores_notas	36095	36095 (0422-017).txt	corpus/01_composicoes_brutas/menores_notas/36095.txt		1	1	2	1	3	1	9
250_menores_notas	36522	36522 (0429-025).txt	corpus/01_composicoes_brutas/menores_notas/36522.txt	{FO: agua}; {FO: água}; {FO: própria}; {FO: precisa}	1	1	2.5	1	2	1.5	9
250_menores_notas	37034	37034 (0525-024).txt	corpus/01_composicoes_brutas/menores_notas/37034.txt	{FO: fossíl}	2	2	1	1	2	1	9
250_menores_notas	37377	37377 (0499-014).txt	corpus/01_composicoes_brutas/menores_notas/37377.txt	[ilegível]	1	1	1	2	3	1	9
250_menores_notas	38158	38158 (0413-025).txt	corpus/01_composicoes_brutas/menores_notas/38158.txt	{FO: concientização}	1.5	2	3.5	0	0.5	1.5	9
250_menores_notas	38499	38499 (0507-005).txt	corpus/01_composicoes_brutas/menores_notas/38499.txt	(terra, fogo, água e ar)	1.5	1.5	2.5	0	2	1.5	9
250_menores_notas	38764	38764 (0405-024).txt	corpus/01_composicoes_brutas/menores_notas/38764.txt		1.5	2	2	0.5	1	2	9
250_menores_notas	38970	38970 (0508-011).txt	corpus/01_composicoes_brutas/menores_notas/38970.txt	(terra); (no caso da Samarco)	2	1.5	2.5	0	1	2	9
250_menores_notas	40270	40270 (0447-005).txt	corpus/01_composicoes_brutas/menores_notas/40270.txt	{FO: inderferindo}; {FO: tenso}	1	1	2	1	3	1	9
250_menores_notas	40865	40865 (0452-001).txt	corpus/01_composicoes_brutas/menores_notas/40865.txt	{FO: tem}; {FO: mais}; {FO: mais}	2	3	2.5	0	0	1.5	9
250_menores_notas	45044	45044 (0502-027).txt	corpus/01_composicoes_brutas/menores_notas/45044.txt		2.5	1	3	0	0.5	2	9
250_menores_notas	45389	45389 (0400-018).txt	corpus/01_composicoes_brutas/menores_notas/45389.txt		1	1.5	1.5	0.5	2.5	2	9
250_menores_notas	46034	46034 (0480-005).txt	corpus/01_composicoes_brutas/menores_notas/46034.txt		1.5	1	2	0	1.5	3	9
250_menores_notas	33465	33465 (0453-020).txt	corpus/01_composicoes_brutas/menores_notas/33465.txt	{FO: návio}; {FO: naufrágou}; {FO: ribeirinho}; {FO: tem}; {FO: econômia}; {FO: návios}; {FO: cetenas}; {FO: návio}; {PO: dar}	1	1.5	2	3.5	0	1.5	9.5
250_menores_notas	33789	33789 (0421-026).txt	corpus/01_composicoes_brutas/menores_notas/33789.txt	{FO: mas}; {FO: calssadas}; {FO: le trará}; {FO: compoem}	2.5	1	2.5	1	1	1.5	9.5
250_menores_notas	34642	34642 (0432-010).txt	corpus/01_composicoes_brutas/menores_notas/34642.txt		1.5	0.5	2	3	0	2.5	9.5
250_menores_notas	34743	34743 (0417-001).txt	corpus/01_composicoes_brutas/menores_notas/34743.txt		1	1	1.5	2.5	2.5	1	9.5
250_menores_notas	35056	35056 (0406-017).txt	corpus/01_composicoes_brutas/menores_notas/35056.txt	{FO: destruiram}; {FO: a ação}	1	1	1.5	3	1.5	1.5	9.5
250_menores_notas	36137	36137 (0497-002).txt	corpus/01_composicoes_brutas/menores_notas/36137.txt	{FO: tem}; {FO: estam}; {FO: poluídos}; {FO: gerado}	2	1.5	2	0	1.5	2.5	9.5
250_menores_notas	36727	36727 (0417-002).txt	corpus/01_composicoes_brutas/menores_notas/36727.txt	{FO: a}	2	2	2	1	0.5	2	9.5
250_menores_notas	37043	37043 (0448-011).txt	corpus/01_composicoes_brutas/menores_notas/37043.txt	{FO: Ha}; {FO: atras}; {FO: necessarios}; {FO: sobrevivencia}; {FO: Agua}; {FO: sobrevivencia}; {FO: Porem}; {FO: começaram}; {FO: necessario}; {FO: tambem}; {FO: Revolução}; {FO: Porque}; {FO: então}; {FO: emissarios}; {FO: emissarios}; {FO: manifestação}; {FO: Agua}; {FO: emissarios}; {FO: desculpas}; {FO: então}; {FO: furia}; {FO: destruição}	2	1.5	2.5	0.5	1.5	1.5	9.5
250_menores_notas	37664	37664 (0505-023).txt	corpus/01_composicoes_brutas/menores_notas/37664.txt	(jornais, televisão)	1.5	2	2.5	0.5	1	2	9.5
250_menores_notas	38445	38445 (0509-027).txt	corpus/01_composicoes_brutas/menores_notas/38445.txt		1	1	2	1	3	1.5	9.5
250_menores_notas	38451	38451 (0496-033).txt	corpus/01_composicoes_brutas/menores_notas/38451.txt	[ilegível]; [ilegível]	1	1	2.5	0	3	2	9.5
250_menores_notas	38506	38506 (0468-003).txt	corpus/01_composicoes_brutas/menores_notas/38506.txt		1	1	2.5	2	2	1	9.5
250_menores_notas	38632	38632 (0400-005).txt	corpus/01_composicoes_brutas/menores_notas/38632.txt		1	1.5	1.5	1.5	2.5	1.5	9.5
250_menores_notas	38786	38786 (0420-026).txt	corpus/01_composicoes_brutas/menores_notas/38786.txt	(oxigênio)	1.5	1.5	2	2	1	1.5	9.5
250_menores_notas	39065	39065 (0406-008).txt	corpus/01_composicoes_brutas/menores_notas/39065.txt	[ilegível]; [ilegível]; [ilegível]; [ilegível]; [ilegível]; [ilegível]	2.5	2	2	0	1	2	9.5
250_menores_notas	39379	39379 (0429-023).txt	corpus/01_composicoes_brutas/menores_notas/39379.txt	(Ar)	2	1.5	2.5	1	0.5	2	9.5
250_menores_notas	39727	39727 (0489-012).txt	corpus/01_composicoes_brutas/menores_notas/39727.txt		1	1	1.5	1	4	1	9.5
250_menores_notas	39833	39833 (0418-029).txt	corpus/01_composicoes_brutas/menores_notas/39833.txt	{FO: inegligência}; {FO: inegligência}; {FO: mais}; (RGS)	2	1.5	2	1	1.5	1.5	9.5
250_menores_notas	39956	39956 (0426-003).txt	corpus/01_composicoes_brutas/menores_notas/39956.txt		1	1	2	0	3	2.5	9.5
250_menores_notas	40688	40688 (0502-014).txt	corpus/01_composicoes_brutas/menores_notas/40688.txt	(elemento água); (elemento fogo)	2.5	1	2.5	1	0.5	2	9.5
250_menores_notas	41011	41011 (0463-010).txt	corpus/01_composicoes_brutas/menores_notas/41011.txt	{FO: tem}; {FO: a natureza}; {FO: auto-sustentável}	1	1	2	1	3	1.5	9.5
250_menores_notas	45124	45124 (0509-001).txt	corpus/01_composicoes_brutas/menores_notas/45124.txt		1	1.5	1.5	2	2	1.5	9.5
250_menores_notas	46288	46288 (0477-026).txt	corpus/01_composicoes_brutas/menores_notas/46288.txt		1	1	1.5	2.5	2.5	1	9.5
250_menores_notas	46946	46946 (0415-019).txt	corpus/01_composicoes_brutas/menores_notas/46946.txt		1	1	2.5	2	1	2	9.5
250_menores_notas	33871	33871 (0434-026).txt	corpus/01_composicoes_brutas/menores_notas/33871.txt	{FO: acumulo}; {FO: materia prima}; {FO: tambem}	2	2	2.5	0.5	0.5	2.5	10
250_menores_notas	34009	34009 (0518-031).txt	corpus/01_composicoes_brutas/menores_notas/34009.txt	(ar, água, terra e fogo)	1	1	3.5	0	3.5	1	10
250_menores_notas	34046	34046 (0490-012).txt	corpus/01_composicoes_brutas/menores_notas/34046.txt	{FO: D'agua}; {FO: Maldavia}; (que subiu 0,9°C em relação ao século passado); {FO: maquinas}; {FO: especie}	1	1	2	1.5	2.5	2	10
250_menores_notas	34185	34185 (0462-028).txt	corpus/01_composicoes_brutas/menores_notas/34185.txt	{FO: destruí-la}; {FO: proteja-á}	2	1	3	0	1	3	10
250_menores_notas	34273	34273 (0472-021).txt	corpus/01_composicoes_brutas/menores_notas/34273.txt	{FO: nos}; {FO: relogio}; {FO: fenomenos}; {FO: de mais}; {FO: agua}; {FO: ja}; {FO: fabricas}; {FO: esta}; {FO: nós}; {FO: deveriamos}; {FO: sustentaveis}; {FO: importancia}	1.5	1.5	2	0	2.5	2.5	10
250_menores_notas	34616	34616 (0453-030).txt	corpus/01_composicoes_brutas/menores_notas/34616.txt	{FO: univelmente}	2	3	2.5	0	0.5	2	10
250_menores_notas	34618	34618 (0409-020).txt	corpus/01_composicoes_brutas/menores_notas/34618.txt	{FO: Consequencias}	2	1.5	2.5	2	0	2	10
250_menores_notas	34638	34638 (0449-007).txt	corpus/01_composicoes_brutas/menores_notas/34638.txt	{FO: preserva}	2.5	1	2	0	1.5	3	10
250_menores_notas	35028	35028 (0421-006).txt	corpus/01_composicoes_brutas/menores_notas/35028.txt	(fogo, Água {FO: Agua}, terra, ar); {FO: bem estar}; {FO: existencia}; {FO: indigenas}; {FO: atraves}; {FO: porem}; {FO: atraves}; {FO: arvores}	2	1.5	2.5	0	2	2	10
250_menores_notas	35278	35278 (0481-008).txt	corpus/01_composicoes_brutas/menores_notas/35278.txt		1.5	1.5	2	0.5	2	2.5	10
250_menores_notas	35852	35852 (0525-027).txt	corpus/01_composicoes_brutas/menores_notas/35852.txt	{FO: desarrume}	1.5	1.5	1.5	2.5	1	2	10
250_menores_notas	36578	36578 (0525-032).txt	corpus/01_composicoes_brutas/menores_notas/36578.txt	{FO: tem}; {FO: a}; {FO: adubo?}; {FO: a}; {FO: a}; {FO: diminuir-se}; (Organização não Governamental)	2	2	2	2	0	2	10
250_menores_notas	36721	36721 (0432-017).txt	corpus/01_composicoes_brutas/menores_notas/36721.txt		1.5	0.5	2.5	2	1	2.5	10
250_menores_notas	36797	36797 (0498-010).txt	corpus/01_composicoes_brutas/menores_notas/36797.txt	{FO: oque}; {FO: exploralá}; {FO: oque}	1.5	1.5	2	0	3.5	1.5	10
250_menores_notas	36867	36867 (0507-033).txt	corpus/01_composicoes_brutas/menores_notas/36867.txt		2	2.5	2.5	0	0.5	2.5	10
250_menores_notas	36872	36872 (0494-001).txt	corpus/01_composicoes_brutas/menores_notas/36872.txt	{FO: harmônia}; {FO: litorânias}; {FO: sobrevive}; {FO: destrói}; {FO: bombadiado}; {FO: impedi}; {FO: invenenam}; {FO: impossibilidando}; {FO: primordios}	1.5	1.5	2.5	0.5	2	2	10
250_menores_notas	36973	36973 (0478-030).txt	corpus/01_composicoes_brutas/menores_notas/36973.txt		1.5	1.5	3	1	1.5	1.5	10
250_menores_notas	37063	37063 (0459-004).txt	corpus/01_composicoes_brutas/menores_notas/37063.txt	{FO: deis do}; {FO: Porem}; {FO: imprudência}; {FO: esta}; {FO: a}; {FO: importância}; {FO: água}; {FO: matéria prima}; {FO: Porém}; {FO: está}; {FO: consequencias}; {FO: nós}; {FO: país}; {FO: nós}; {FO: porém}; {FO: químicos}; {FO: água}; {FO: iproprios}; {FO: Pará}; {FO: mês}; {FO: além}; {FO: respiração}; {FO: também}; {FO: água}; {FO: Por tanto}; {FO: Porém}; {FO: industrias}; {FO: às}; {FO: práticas}	2	2	2	0	1.5	2.5	10
250_menores_notas	37158	37158 (0413-011).txt	corpus/01_composicoes_brutas/menores_notas/37158.txt	{FO: água}; {FO: geração}; {FO: apartir}; {FO: transformação}; {FO: a}; {FO: historicos}; {FO: revolução}; {FO: produção}; {FO: comércio}; {FO: matéria-prima}; {FO: exploração}; {FO: carvão}; {FO: maquinas}; {FO: emissão}; {FO: poluição}; {FO: água}; {FO: mal}; {FO: da}; {FO: mal}; {FO: fiscalização}; {FO: água}; {FO: roçados}; {FO: prevenção}; {FO: fiscalização}; {FO: orgãos}; {FO: exploração}; {FO: saídas}; {FO: destruição}; {FO: participação}; {FO: atuação}	2	1.5	2.5	0	1.5	2.5	10
250_menores_notas	37442	37442 (0527-028).txt	corpus/01_composicoes_brutas/menores_notas/37442.txt	{FO: quatros}; (água, fogo, terra e ar); {FO: ao favor}	1	1	2.5	3	1	1.5	10
250_menores_notas	37489	37489 (0448-006).txt	corpus/01_composicoes_brutas/menores_notas/37489.txt		2	2	1.5	0.5	2	2	10
250_menores_notas	38204	38204 (0465-019).txt	corpus/01_composicoes_brutas/menores_notas/38204.txt	{FO: descompromissador}; {FO: tira}; {FO: houvi-se}; {FO: tornar}	2	1.5	2.5	0	1.5	2.5	10
250_menores_notas	38284	38284 (0514-029).txt	corpus/01_composicoes_brutas/menores_notas/38284.txt		1.5	1.5	2.5	0	2	2.5	10
250_menores_notas	38439	38439 (0509-002).txt	corpus/01_composicoes_brutas/menores_notas/38439.txt		1.5	1.5	2	2	1	2	10
250_menores_notas	39436	39436 (0479-017).txt	corpus/01_composicoes_brutas/menores_notas/39436.txt		1	1	2	2	3	1	10
250_menores_notas	39493	39493 (0490-025).txt	corpus/01_composicoes_brutas/menores_notas/39493.txt		1	1	1.5	2	2.5	2	10
250_menores_notas	39722	39722 (0466-004).txt	corpus/01_composicoes_brutas/menores_notas/39722.txt		1	1	2	2	3	1	10
250_menores_notas	39786	39786 (0444-006).txt	corpus/01_composicoes_brutas/menores_notas/39786.txt		2	1	2.5	1.5	1	2	10
250_menores_notas	39912	39912 (0529-013).txt	corpus/01_composicoes_brutas/menores_notas/39912.txt		1	1	1.5	2	2.5	2	10
250_menores_notas	39985	39985 (0409-015).txt	corpus/01_composicoes_brutas/menores_notas/39985.txt		2	3	2.5	0	0.5	2	10
250_menores_notas	40256	40256 (0470-024).txt	corpus/01_composicoes_brutas/menores_notas/40256.txt		1	1.5	1.5	4	0	2	10
250_menores_notas	40362	40362 (0428-006).txt	corpus/01_composicoes_brutas/menores_notas/40362.txt		1	1	1	3.5	2	1.5	10
250_menores_notas	40523	40523 (0496-023).txt	corpus/01_composicoes_brutas/menores_notas/40523.txt	{FO: frequente}	1	1	2.5	0	3.5	2	10
250_menores_notas	40690	40690 (0466-010).txt	corpus/01_composicoes_brutas/menores_notas/40690.txt		1	1	2	3	2	1	10
250_menores_notas	40765	40765 (0441-011).txt	corpus/01_composicoes_brutas/menores_notas/40765.txt	(água terra fogo e ar); {FO: tem}	1	1	3	1.5	1	2.5	10
250_menores_notas	40803	40803 (0503-030).txt	corpus/01_composicoes_brutas/menores_notas/40803.txt	{FO: matérias primas}; {FO: mal}; [ilegível]	1	1	1.5	1	3.5	2	10
250_menores_notas	46249	46249 (0505-031).txt	corpus/01_composicoes_brutas/menores_notas/46249.txt	(terra, fogo, água e ar)	1.5	2	2.5	0.5	1	2.5	10
250_menores_notas	46255	46255 (0518-029).txt	corpus/01_composicoes_brutas/menores_notas/46255.txt		1	1	2	1.5	3	1.5	10
250_menores_notas	46626	46626 (0410-010).txt	corpus/01_composicoes_brutas/menores_notas/46626.txt		2	2	3	0.5	0.5	2	10
250_menores_notas	46724	46724 (0508-033).txt	corpus/01_composicoes_brutas/menores_notas/46724.txt		1.5	1.5	2	2	0.5	2.5	10
250_menores_notas	47010	47010 (0411-009).txt	corpus/01_composicoes_brutas/menores_notas/47010.txt		1.5	1.5	3.5	0.5	1	2	10
250_menores_notas	47068	47068 (0450-002).txt	corpus/01_composicoes_brutas/menores_notas/47068.txt		1	1	1.5	2	2	2.5	10
250_menores_notas	32860	32860 (0412-010)(1).txt	corpus/01_composicoes_brutas/menores_notas/32860.txt	{FO: mostra}; {FO: mais}	1	1	2	3	1.5	2	10.5
250_menores_notas	33310	33310 (0508-024).txt	corpus/01_composicoes_brutas/menores_notas/33310.txt		1	1	2	3.5	1	2	10.5
250_menores_notas	33360	33360 (0410-028).txt	corpus/01_composicoes_brutas/menores_notas/33360.txt	{FO: da}; (tomando como base)	2	2	2.5	1	1	2	10.5
250_menores_notas	33856	33856 (0470-011).txt	corpus/01_composicoes_brutas/menores_notas/33856.txt	{FO: crúeu}; {FO: iram}; {FO: deveram}; {FO: têm}	2.5	2.5	2	0	1.5	2	10.5
250_menores_notas	34308	34308 (0406-009).txt	corpus/01_composicoes_brutas/menores_notas/34308.txt	{FO: tem}; {FO: Espirito}; {FO: agua}; {FO: inevitavel}; {FO: propria}; {FO: permanência}; {FO: necessario}; {FO: a}; {FO: equilibrio}	2	2	2	1.5	0.5	2.5	10.5
250_menores_notas	35198	35198 (0450-006).txt	corpus/01_composicoes_brutas/menores_notas/35198.txt	{FO: vem}; {FO: usa-la}	1	1	2.5	1.5	2.5	2	10.5
250_menores_notas	35485	35485 (0453-002).txt	corpus/01_composicoes_brutas/menores_notas/35485.txt		2.5	3.5	3	0	0	1.5	10.5
250_menores_notas	35633	35633 (0406-005).txt	corpus/01_composicoes_brutas/menores_notas/35633.txt	{FO: a}; {FO: cumprimento}; {FO: destruiram}	2	2	2	0.5	2	2	10.5
250_menores_notas	35820	35820 (0424-013).txt	corpus/01_composicoes_brutas/menores_notas/35820.txt	{FO: sócio ambientais}	1	1	1.5	4.5	1.5	1	10.5
250_menores_notas	35937	35937 (0420-013).txt	corpus/01_composicoes_brutas/menores_notas/35937.txt		2	2	2	1	1	2.5	10.5
250_menores_notas	36079	36079 (0451-011).txt	corpus/01_composicoes_brutas/menores_notas/36079.txt	{FO: patrimonios}; (2015)	1.5	1.5	3.5	0	2	2	10.5
250_menores_notas	36085	36085 (0507-010).txt	corpus/01_composicoes_brutas/menores_notas/36085.txt	{FO: surge}; {FO: vem}; {FO: industrias}; {FO: as}; {FO: necessaria}	1.5	1.5	3	0	3	1.5	10.5
250_menores_notas	36307	36307 (0489-006).txt	corpus/01_composicoes_brutas/menores_notas/36307.txt	{FO: vicios}; {FO: egoista}	1	1	2	2.5	3	1	10.5
250_menores_notas	36430	36430 (0482-032).txt	corpus/01_composicoes_brutas/menores_notas/36430.txt	{FO: arvores}; {FO: arvores}; {FO: consequência}	1	1	1.5	3	2	2	10.5
250_menores_notas	36547	36547 (0468-017).txt	corpus/01_composicoes_brutas/menores_notas/36547.txt	{FO: cientifico}; {FO: tecnologico}; {FO: âmbíto}; {FO: catastrofes}; (ar, fogo, água, terra); {FO: consiliação}; {FO: Âmbitos}; {FO: destruição}; {FO: egoísta}; {FO: à}; {FO: catastrofes}; {FO: decadência}; {FO: ha}; {FO: consiliação}; {FO: atraves}	2	2	2.5	1	1	2	10.5
250_menores_notas	36590	36590 (0422-001).txt	corpus/01_composicoes_brutas/menores_notas/36590.txt	(estão); {FO: através}; {FO: administra-la}; {FO: destruindo-a}; {FO: necessario}; (USP)	1	1.5	3	2	1	2	10.5
250_menores_notas	36704	36704 (0453-028).txt	corpus/01_composicoes_brutas/menores_notas/36704.txt	{FO: a}	2	2.5	2.5	1.5	0	2	10.5
250_menores_notas	36827	36827(1) (0513-010).txt	corpus/01_composicoes_brutas/menores_notas/36827.txt	{FO: ultimas}; {FO: decadas}; {FO: politicas}; {FO: econômicas}; {FO: socio politico}; {FO: áqua}; {FO: petróleo}; {FO: eólica}; {FO: notável}; {FO: Amazônica}; {FO: áreas}; {FO: destruídos}; {FO: socio politico}; {FO: susten-tável}; {FO: industrias}	2	2.5	2.5	1	0	2.5	10.5
250_menores_notas	37099	37099 (0448-020).txt	corpus/01_composicoes_brutas/menores_notas/37099.txt	{FO: valido}; {FO: implantação}; {FO: até}; {FO: naufrágio}; {FO: vários}; {FO: três}; {FO: poluição}; {FO: água}; {FO: várias}; {FO: óleo}; {FO: embarcação}; {FO: decomposição}; {FO: exposição}; {FO: doenças}; {FO: empresários}; {FO: à}	2	2	2	1.5	1.5	1.5	10.5
250_menores_notas	37602	37602 (0518-022).txt	corpus/01_composicoes_brutas/menores_notas/37602.txt	(TV, rádio, jornais)	1	1	3.5	0	3.5	1.5	10.5
250_menores_notas	37858	37858 (0425-013).txt	corpus/01_composicoes_brutas/menores_notas/37858.txt	{FO: vem}; [ilegível]	2	2	2	0	2	2.5	10.5
250_menores_notas	38340	38340 (0460-022).txt	corpus/01_composicoes_brutas/menores_notas/38340.txt	{FO: A}; {FO: atraz}	1.5	1.5	3	0.5	2	2	10.5
250_menores_notas	38395	38395 (0526-001).txt	corpus/01_composicoes_brutas/menores_notas/38395.txt	{FO: irreverênça}	1.5	2	3	0.5	1.5	2	10.5
250_menores_notas	38536	38536 (0468-020).txt	corpus/01_composicoes_brutas/menores_notas/38536.txt	{FO: contra ponto}	2	2	2.5	1	1	2	10.5
250_menores_notas	38637	38637 (0464-002).txt	corpus/01_composicoes_brutas/menores_notas/38637.txt		2	2	2.5	0.5	1.5	2	10.5
250_menores_notas	38670	38670 (0507-028).txt	corpus/01_composicoes_brutas/menores_notas/38670.txt		1	1.5	2.5	0	4	1.5	10.5
250_menores_notas	38674	38674 (0515-025).txt	corpus/01_composicoes_brutas/menores_notas/38674.txt		1	1	1.5	4	2	1	10.5
250_menores_notas	39063	39063 (0415-012).txt	corpus/01_composicoes_brutas/menores_notas/39063.txt		1.5	1.5	1.5	2	2	2	10.5
250_menores_notas	39302	39302 (0460-018).txt	corpus/01_composicoes_brutas/menores_notas/39302.txt		1	1	2.5	2.5	2	1.5	10.5
250_menores_notas	39502	39502 (0508-017).txt	corpus/01_composicoes_brutas/menores_notas/39502.txt		1.5	1.5	2.5	3	0	2	10.5
250_menores_notas	39648	39648 (0503-028).txt	corpus/01_composicoes_brutas/menores_notas/39648.txt		1	1	1.5	2	3	2	10.5
250_menores_notas	39695	39695 (0500-030).txt	corpus/01_composicoes_brutas/menores_notas/39695.txt		2	2	2	1	1.5	2	10.5
250_menores_notas	40617	40617 (0507-036).txt	corpus/01_composicoes_brutas/menores_notas/40617.txt		1	1	2	2	3	1.5	10.5
250_menores_notas	40869	40869 (0458-006).txt	corpus/01_composicoes_brutas/menores_notas/40869.txt		2	2	2	1	1	2.5	10.5
250_menores_notas	40906	40906 (0450-010).txt	corpus/01_composicoes_brutas/menores_notas/40906.txt		1	1	2.5	2	2.5	1.5	10.5
250_menores_notas	40926	40926 (0468-023).txt	corpus/01_composicoes_brutas/menores_notas/40926.txt		2	2	2.5	1	1	2	10.5
250_menores_notas	40978	40978 (0452-011).txt	corpus/01_composicoes_brutas/menores_notas/40978.txt		1	1	2.5	3.5	0	2.5	10.5
250_menores_notas	45357	45357 (0460-007).txt	corpus/01_composicoes_brutas/menores_notas/45357.txt		1	1	1	3.5	2.5	1.5	10.5
250_menores_notas	46705	46705 (0526-008).txt	corpus/01_composicoes_brutas/menores_notas/46705.txt		1.5	1.5	3	0.5	1.5	2.5	10.5
250_menores_notas	32733	32733 (0429-020).txt	corpus/01_composicoes_brutas/menores_notas/32733.txt		1.5	2	2.5	1	2	2	11
250_menores_notas	33948	33948 (0490-029).txt	corpus/01_composicoes_brutas/menores_notas/33948.txt	{FO: destruílo}; {FO: providencias}; {FO: orgãos}; {FO: publicos}; {FO: tras}; {FO: toxicos}; {FO: Providencias}; {FO: dos}; {FO: publicos}	2	2	2	0.5	2.5	2	11
250_menores_notas	33964	33964 (0428-030).txt	corpus/01_composicoes_brutas/menores_notas/33964.txt	{FO: numero}; {FO: acumulo}; {FO: acumulo}; {FO: Mais}; {FO: proprios}; {FO: numero}; {FO: afim}; {FO: tragedias}; {FO: ficara}; {FO: esta}; {FO: varias}	2	2	2.5	0	2	2.5	11
250_menores_notas	34210	34210 (0466-005).txt	corpus/01_composicoes_brutas/menores_notas/34210.txt	{FO: em que vivemos}; {FO: vêm}; {FO: imprópria}; {FO: é usado}; {FO: o ar}; {FO: acaba}; {FO: quimicas}; {FO: mistura}; {FO: acido}; {FO: produtos químicos}; {FO: imprópria}; {FO: infértil}; {FO: tivesse}; {FO: vêm}	2	1	2	0	3	3	11
250_menores_notas	34537	34537 (0502-030).txt	corpus/01_composicoes_brutas/menores_notas/34537.txt		2	2	2.5	1.5	0.5	2.5	11
250_menores_notas	34637	34637 (0504-026).txt	corpus/01_composicoes_brutas/menores_notas/34637.txt	{FO: transcorre}	1	1	2.5	2.5	2.5	1.5	11
250_menores_notas	34823	34823 (0429-030).txt	corpus/01_composicoes_brutas/menores_notas/34823.txt		2	2	2.5	0.5	2	2	11
250_menores_notas	35019	35019 (0466-026).txt	corpus/01_composicoes_brutas/menores_notas/35019.txt	{FO: selas?}	1	1.5	2	1	3	2.5	11
250_menores_notas	35214	35214 (0462-002).txt	corpus/01_composicoes_brutas/menores_notas/35214.txt	{FO: tem}; {FO: tem}; {FO: ocorrência}; {FO: vem}; {FO: distribuição}; {FO: desperdício}; {FO: tambem}; {FO: vem}	2.5	1.5	2.5	0	1.5	3	11
250_menores_notas	35465	35465 (0526-020).txt	corpus/01_composicoes_brutas/menores_notas/35465.txt	{FO: A}; {FO: a}; {FO: Soubemos}	2	1.5	2	0.5	2	3	11
250_menores_notas	35661	35661 (0479-026).txt	corpus/01_composicoes_brutas/menores_notas/35661.txt	{FO: se mente}; {FO: ár}; {FO: hávia}; {FO: respeita-se}; {FO: poluice}; {FO: ár}; {FO: mau}; {FO: nóis}	1.5	2.5	2	0	3	2	11
250_menores_notas	35979	35979 (0437-014).txt	corpus/01_composicoes_brutas/menores_notas/35979.txt		2	1.5	2	1	2	2.5	11
250_menores_notas	35986	35986 (0507-040).txt	corpus/01_composicoes_brutas/menores_notas/35986.txt		2.5	2.5	2.5	0	1	2.5	11
250_menores_notas	36140	36140 (0492-028).txt	corpus/01_composicoes_brutas/menores_notas/36140.txt	{FO: ocorrera}	1.5	1.5	2.5	0	3	2.5	11
250_menores_notas	36225	36225 (0490-027).txt	corpus/01_composicoes_brutas/menores_notas/36225.txt	{FO: tecnologicos}; {FO: ja}; {FO: importancia}; {FO: agua}; {FO: importancia}; {FO: poluidos}; {FO: agua}; {FO: vem}; {FO: equilibrio}; {FO: esta}; {FO: varias}; {FO: consequencias}; {FO: nivel}; {FO: climaticas}; {FO: orgãos}; {FO: responsaveis}	1.5	1	2	1	2.5	3	11
250_menores_notas	36278	36278 (0511-015).txt	corpus/01_composicoes_brutas/menores_notas/36278.txt	{FO: deteriorizados}; {FO: primordios}	2	1.5	2	2	1.5	2	11
250_menores_notas	36295	36295 (0514-028).txt	corpus/01_composicoes_brutas/menores_notas/36295.txt	{FO: exagerada?}	1.5	1.5	2.5	2	1.5	2	11
250_menores_notas	36341	36341 (0506-008).txt	corpus/01_composicoes_brutas/menores_notas/36341.txt	{FO: proprio}; {FO: incidencia}; {FO: egoismo}	1	1	3	2	3	1	11
250_menores_notas	36856	36856 (0475-009).txt	corpus/01_composicoes_brutas/menores_notas/36856.txt	{FO: históricos}	2	1	1	1	3	3	11
250_menores_notas	37094	37094 (0422-003).txt	corpus/01_composicoes_brutas/menores_notas/37094.txt		1.5	1.5	2.5	0	3	2.5	11
